depmap_id	cell_line_display_name	lineage_1	lineage_2	lineage_3	lineage_6	lineage_4
ACH-002060	MY	Myeloid	Acute Leukemias of Ambiguous Lineage	Acute Leukemias of Ambiguous Lineage	BCR::ABL1	
ACH-002062	SLVL	Lymphoid	Mature B-Cell Neoplasms	Splenic Marginal Zone Lymphoma		
ACH-000592	TM31	CNS/Brain	Diffuse Glioma	Astrocytoma		
ACH-002074	LU143	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-002075	LU138	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer		
ACH-002055	TL1	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma		
ACH-002020	SKGIIIA	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma		
ACH-002080	TN2	Peripheral Nervous System	Neuroblastoma	Neuroblastoma		
ACH-000205	PK59	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000947	OVK18	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Endometrioid Ovarian Cancer		
ACH-000553	SQ1	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-002059	P30OHK	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	MEF2D::HNRNPUL1	
ACH-000674	NUGC4	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Diffuse Type Stomach Adenocarcinoma		
ACH-000764	SH10TC	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Mucinous Stomach Adenocarcinoma		
ACH-000471	LI7	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma		
ACH-000408	TE5	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000605	TE6	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000353	TE15	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000484	VMRCRCW	Kidney	Renal Cell Carcinoma	Renal Cell Carcinoma		
ACH-000563	EBC1	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-000769	LK2	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma		
ACH-000307	PK1	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000468	PK45H	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-002029	SAS	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-002043	CA922	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000694	TE9	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000917	TE4	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000452	TE8	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000318	TE10	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000488	TE11	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-000726	TE14	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma		
ACH-002045	HO1U1	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma		
ACH-000110	NCCSTCK140	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-002066	HSSCH2	Peripheral Nervous System	Nerve Sheath Tumor	Malignant Peripheral Nerve Sheath Tumor		
ACH-000746	GSS	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-000485	GSU	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma		
ACH-000086	ACCMESO1	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Epithelioid Type		
ACH-002065	HSPSS	Peripheral Nervous System	Nerve Sheath Tumor	Malignant Peripheral Nerve Sheath Tumor		
ACH-001850	G415	Biliary Tract	Intracholecystic Papillary Neoplasm	Gallbladder Adenocarcinoma, NOS		
ACH-002039	PK8	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-000030	PC14	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma		
ACH-000209	SNU1079	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma		
ACH-000502	TCCPAN2	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma		
ACH-001719	OCIC4P	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Clear Cell Ovarian Cancer		
ACH-000509	HUT78	Lymphoid	Mature T and NK Neoplasms	Sezary Syndrome		
ACH-000626	U266B1	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma		
ACH-000146	THP1	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	KMT2A::MLLT3, NRAS and TP53	
ACH-000835	GCT	Soft Tissue	Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma	Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma		
ACH-000579	UACC257	Skin	Melanoma	Melanoma		
ACH-001300	CHLA15	Peripheral Nervous System	Neuroblastoma	Neuroblastoma		
ACH-001301	COGN278	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	MYC Amplified	
ACH-001302	COGN305	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	MYC Amplified	
ACH-002687	WM3772F	Eye	Ocular Melanoma	Uveal Melanoma		
ACH-000899	WM88	Skin	Melanoma	Melanoma		
